STABBR,COSTT4_A,ADM_RATE,UNITID,CONTROL,Year,STABBR_2,COSTT4_A_2,ADM_RATE_2,CONTROL_2,Year_2,STABBR_3,COSTT4_A_3,ADM_RATE_3,CONTROL_3,Year_3,STABBR_4,COSTT4_A_4,ADM_RATE_4,CONTROL_4,Year_4,STABBR_5,COSTT4_A_5,ADM_RATE_5,CONTROL_5,Year_5,STABBR_6,COSTT4_A_6,ADM_RATE_6,CONTROL_6,Year_6,STABBR_7,COSTT4_A_7,ADM_RATE_7,CONTROL_7,Year_7,STABBR_8,COSTT4_A_8,ADM_RATE_8,CONTROL_8,Year_8,STABBR_9,COSTT4_A_9,ADM_RATE_9,CONTROL_9,Year_9,STABBR_10,COSTT4_A_10,ADM_RATE_10,CONTROL_10,Year_10,STABBR_11,COSTT4_A_11,ADM_RATE_11,CONTROL_11,Year_11,STABBR_12,COSTT4_A_12,ADM_RATE_12,CONTROL_12,Year_12,STABBR_13,COSTT4_A_13,ADM_RATE_13,CONTROL_13,Year_13,STABBR_14,COSTT4_A_14,ADM_RATE_14,CONTROL_14,Year_14,STABBR_15,COSTT4_A_15,ADM_RATE_15,CONTROL_15,Year_15,STABBR_16,COSTT4_A_16,ADM_RATE_16,CONTROL_16,Year_16,STABBR_17,COSTT4_A_17,ADM_RATE_17,CONTROL_17,Year_17,STABBR_18,COSTT4_A_18,ADM_RATE_18,CONTROL_18,Year_18,STABBR_19,COSTT4_A_19,ADM_RATE_19,CONTROL_19,Year_19,STABBR_20,COSTT4_A_20,ADM_RATE_20,CONTROL_20,Year_20,STABBR_21,COSTT4_A_21,ADM_RATE_21,CONTROL_21,Year_21,STABBR_22,COSTT4_A_22,ADM_RATE_22,CONTROL_22,Year_22,STABBR_23,COSTT4_A_23,ADM_RATE_23,CONTROL_23,Year_23,STABBR_24,COSTT4_A_24,ADM_RATE_24,CONTROL_24,Year_24,STABBR_25,COSTT4_A_25,ADM_RATE_25,CONTROL_25,Year_25,STABBR_26,COSTT4_A_26,ADM_RATE_26,CONTROL_26,Year_26,STABBR_27,COSTT4_A_27,ADM_RATE_27,CONTROL_27,Year_27
WA,,,236708,1.0,1996.0,WA,,,1.0,1997.0,WA,,,1.0,1998.0,WA,,,1.0,1999.0,WA,,,1.0,2000.0,WA,,,1.0,2001.0,WA,,,1.0,2002.0,WA,,,1.0,2003.0,WA,,,1.0,2004.0,WA,,,1.0,2005.0,WA,,,1.0,2006.0,WA,,,1.0,2007.0,WA,,,1.0,2008.0,WA,11571.0,,1.0,2009.0,WA,12530.0,,1.0,2010.0,WA,11016.0,,1.0,2011.0,WA,11948.0,,1.0,2012.0,WA,12334.0,,1.0,2013.0,WA,12686.0,,1.0,2014.0,WA,12766.0,,1.0,2015.0,WA,11420.0,,1.0,2016.0,WA,12457.0,,1.0,2017.0,WA,12383.0,,1.0,2018.0,WA,12412.0,,1.0,2019.0,WA,12594.0,,1.0,2020.0,WA,12252.0,,1.0,2021.0,WA,12580.0,,1.0,2022.0
WA,,,236753,1.0,1996.0,WA,,,1.0,1997.0,WA,,,1.0,1998.0,WA,,,1.0,1999.0,WA,,,1.0,2000.0,WA,,,1.0,2001.0,WA,,,1.0,2002.0,WA,,,1.0,2003.0,WA,,,1.0,2004.0,WA,,,1.0,2005.0,WA,,,1.0,2006.0,WA,,,1.0,2007.0,WA,,,1.0,2008.0,WA,11630.0,,1.0,2009.0,WA,12043.0,,1.0,2010.0,WA,10967.0,,1.0,2011.0,WA,10719.0,,1.0,2012.0,WA,11743.0,,1.0,2013.0,WA,11950.0,,1.0,2014.0,WA,12959.0,,1.0,2015.0,WA,12024.0,,1.0,2016.0,WA,11465.0,,1.0,2017.0,WA,11990.0,,1.0,2018.0,WA,12699.0,,1.0,2019.0,WA,12489.0,,1.0,2020.0,WA,13296.0,,1.0,2021.0,WA,13052.0,,1.0,2022.0
WA,,,236887,1.0,1996.0,WA,,,1.0,1997.0,WA,,,1.0,1998.0,WA,,,1.0,1999.0,WA,,,1.0,2000.0,WA,,,1.0,2001.0,WA,,,1.0,2002.0,WA,,,1.0,2003.0,WA,,,1.0,2004.0,WA,,,1.0,2005.0,WA,,,1.0,2006.0,WA,,,1.0,2007.0,WA,,,1.0,2008.0,WA,12769.0,,1.0,2009.0,WA,13093.0,,1.0,2010.0,WA,11385.0,,1.0,2011.0,WA,11012.0,,1.0,2012.0,WA,11921.0,,1.0,2013.0,WA,12231.0,,1.0,2014.0,WA,12083.0,,1.0,2015.0,WA,12004.0,,1.0,2016.0,WA,11689.0,,1.0,2017.0,WA,12510.0,,1.0,2018.0,WA,12579.0,,1.0,2019.0,WA,13095.0,,1.0,2020.0,WA,14523.0,,1.0,2021.0,WA,13918.0,,1.0,2022.0
WA,,,236939,1.0,1996.0,WA,,,1.0,1997.0,WA,,,1.0,1998.0,WA,,,1.0,1999.0,WA,,,1.0,2000.0,WA,,0.8138,1.0,2001.0,WA,,0.7708,1.0,2002.0,WA,,0.7798,1.0,2003.0,WA,,0.7529,1.0,2004.0,WA,,0.7389,1.0,2005.0,WA,,0.7706,1.0,2006.0,WA,,0.7592,1.0,2007.0,WA,,0.7221,1.0,2008.0,WA,20525.0,0.7626,1.0,2009.0,WA,22297.0,0.6953,1.0,2010.0,WA,23611.0,0.8354,1.0,2011.0,WA,24939.0,0.7601,1.0,2012.0,WA,26292.0,0.8208,1.0,2013.0,WA,26543.0,0.8208,1.0,2014.0,WA,27402.0,0.7964,1.0,2015.0,WA,26441.0,0.7204,1.0,2016.0,WA,25433.0,0.7306,1.0,2017.0,WA,25267.0,0.7719,1.0,2018.0,WA,25762.0,0.758,1.0,2019.0,WA,26068.0,0.7995,1.0,2020.0,WA,20182.0,0.8577,1.0,2021.0,WA,26396.0,0.831,1.0,2022.0
WA,,,236948,1.0,1996.0,WA,,,1.0,1997.0,WA,,,1.0,1998.0,WA,,,1.0,1999.0,WA,,,1.0,2000.0,WA,,0.7858,1.0,2001.0,WA,,0.69,1.0,2002.0,WA,,0.7073,1.0,2003.0,WA,,0.7073,1.0,2004.0,WA,,0.6703,1.0,2005.0,WA,,0.6708,1.0,2006.0,WA,,0.6464,1.0,2007.0,WA,,0.6076,1.0,2008.0,WA,19397.0,0.6095,1.0,2009.0,WA,20456.0,0.5766,1.0,2010.0,WA,20765.0,0.5844,1.0,2011.0,WA,22753.0,0.5844,1.0,2012.0,WA,24606.0,0.5523,1.0,2013.0,WA,25637.0,0.5521,1.0,2014.0,WA,25240.0,0.5333,1.0,2015.0,WA,25520.0,0.4535,1.0,2016.0,WA,24498.0,0.4642,1.0,2017.0,WA,25275.0,0.4869,1.0,2018.0,WA,26249.0,0.5176,1.0,2019.0,WA,26825.0,0.5586,1.0,2020.0,WA,25020.0,0.5348,1.0,2021.0,WA,28650.0,0.4752,1.0,2022.0
WA,,,236975,1.0,1996.0,WA,,,1.0,1997.0,WA,,,1.0,1998.0,WA,,,1.0,1999.0,WA,,,1.0,2000.0,WA,,,1.0,2001.0,WA,,,1.0,2002.0,WA,,,1.0,2003.0,WA,,,1.0,2004.0,WA,,,1.0,2005.0,WA,,,1.0,2006.0,WA,,,1.0,2007.0,WA,,,1.0,2008.0,WA,12116.0,,1.0,2009.0,WA,12669.0,,1.0,2010.0,WA,11431.0,,1.0,2011.0,WA,12227.0,,1.0,2012.0,WA,12316.0,,1.0,2013.0,WA,12906.0,,1.0,2014.0,WA,13470.0,,1.0,2015.0,WA,13314.0,,1.0,2016.0,WA,13317.0,,1.0,2017.0,WA,13785.0,,1.0,2018.0,WA,13683.0,,1.0,2019.0,WA,14948.0,,1.0,2020.0,WA,14722.0,,1.0,2021.0,WA,15680.0,,1.0,2022.0
WA,,,237011,1.0,1996.0,WA,,,1.0,1997.0,WA,,,1.0,1998.0,WA,,,1.0,1999.0,WA,,,1.0,2000.0,WA,,0.771,1.0,2001.0,WA,,0.7436,1.0,2002.0,WA,,0.7637,1.0,2003.0,WA,,0.7503,1.0,2004.0,WA,,0.6683,1.0,2005.0,WA,,0.7431,1.0,2006.0,WA,,0.7285,1.0,2007.0,WA,,0.7092,1.0,2008.0,WA,16788.0,0.7267,1.0,2009.0,WA,18590.0,0.7387,1.0,2010.0,WA,19610.0,0.7837,1.0,2011.0,WA,20538.0,0.7965,1.0,2012.0,WA,22009.0,0.8371,1.0,2013.0,WA,22458.0,0.8457,1.0,2014.0,WA,22864.0,0.8238,1.0,2015.0,WA,22959.0,0.8312,1.0,2016.0,WA,22374.0,0.8479,1.0,2017.0,WA,23171.0,0.8766,1.0,2018.0,WA,23565.0,0.9038,1.0,2019.0,WA,24465.0,0.9351,1.0,2020.0,WA,18120.0,0.961,1.0,2021.0,WA,26158.0,0.9269,1.0,2022.0
WA,,,237039,1.0,1996.0,WA,,,1.0,1997.0,WA,,,1.0,1998.0,WA,,,1.0,1999.0,WA,,,1.0,2000.0,WA,,,1.0,2001.0,WA,,,1.0,2002.0,WA,,,1.0,2003.0,WA,,,1.0,2004.0,WA,,,1.0,2005.0,WA,,,1.0,2006.0,WA,,,1.0,2007.0,WA,,,1.0,2008.0,WA,12590.0,,1.0,2009.0,WA,11057.0,,1.0,2010.0,WA,11058.0,,1.0,2011.0,WA,11703.0,,1.0,2012.0,WA,12200.0,,1.0,2013.0,WA,13049.0,,1.0,2014.0,WA,13491.0,,1.0,2015.0,WA,12922.0,,1.0,2016.0,WA,12828.0,,1.0,2017.0,WA,13252.0,,1.0,2018.0,WA,14605.0,,1.0,2019.0,WA,13715.0,,1.0,2020.0,WA,13812.0,,1.0,2021.0,WA,14535.0,,1.0,2022.0
WA,,,237109,1.0,1996.0,WA,,,1.0,1997.0,WA,,,1.0,1998.0,WA,,,1.0,1999.0,WA,,,1.0,2000.0,WA,,,1.0,2001.0,WA,,,1.0,2002.0,WA,,,1.0,2003.0,WA,,,1.0,2004.0,WA,,,1.0,2005.0,WA,,,1.0,2006.0,WA,,,1.0,2007.0,WA,,,1.0,2008.0,WA,12282.0,,1.0,2009.0,WA,10889.0,,1.0,2010.0,WA,11617.0,,1.0,2011.0,WA,11960.0,,1.0,2012.0,WA,12883.0,,1.0,2013.0,WA,13128.0,,1.0,2014.0,WA,13384.0,,1.0,2015.0,WA,13307.0,,1.0,2016.0,WA,13203.0,,1.0,2017.0,WA,14640.0,,1.0,2018.0,WA,15146.0,,1.0,2019.0,WA,14350.0,,1.0,2020.0,WA,15882.0,,1.0,2021.0,WA,16275.0,,1.0,2022.0
WV,,,237172,1.0,1996.0,WV,,,1.0,1997.0,WV,,,1.0,1998.0,WV,,,1.0,1999.0,WV,,,1.0,2000.0,WV,,,1.0,2001.0,WV,,,1.0,2002.0,WV,,,1.0,2003.0,WV,,,1.0,2004.0,WV,,,1.0,2005.0,WV,,,1.0,2006.0,WV,,,1.0,2007.0,WV,,,1.0,2008.0,WV,9876.0,,1.0,2009.0,WV,13607.0,,1.0,2010.0,WV,15297.0,,1.0,2011.0,WV,15689.0,,1.0,2012.0,WV,16673.0,,1.0,2013.0,WV,15941.0,,1.0,2014.0,WV,15930.0,,1.0,2015.0,WV,16966.0,,1.0,2016.0,WV,18840.0,,1.0,2017.0,WV,16827.0,,1.0,2018.0,WV,15736.0,,1.0,2019.0,WV,18956.0,,1.0,2020.0,WV,,,1.0,2021.0,WV,,,1.0,2022.0
WV,,,237215,1.0,1996.0,WV,,,1.0,1997.0,WV,,,1.0,1998.0,WV,,,1.0,1999.0,WV,,,1.0,2000.0,WV,,0.9967,1.0,2001.0,WV,,0.9912,1.0,2002.0,WV,,0.9924,1.0,2003.0,WV,,0.9676,1.0,2004.0,WV,,0.961,1.0,2005.0,WV,,0.961,1.0,2006.0,WV,,0.5072,1.0,2007.0,WV,,0.7169,1.0,2008.0,WV,13772.0,0.8294,1.0,2009.0,WV,14043.0,0.7949,1.0,2010.0,WV,14830.0,0.6864,1.0,2011.0,WV,15225.0,0.3959,1.0,2012.0,WV,14940.0,0.4267,1.0,2013.0,WV,14965.0,0.3834,1.0,2014.0,WV,14967.0,0.7686,1.0,2015.0,WV,15425.0,0.8331,1.0,2016.0,WV,15638.0,0.8146,1.0,2017.0,WV,16573.0,0.9454,1.0,2018.0,WV,15791.0,0.9447,1.0,2019.0,WV,18685.0,0.9003,1.0,2020.0,WV,17506.0,0.9686,1.0,2021.0,WV,18445.0,0.9717,1.0,2022.0
WV,,,237242,1.0,1996.0,WV,,,1.0,1997.0,WV,,,1.0,1998.0,WV,,,1.0,1999.0,WV,,,1.0,2000.0,WV,,,1.0,2001.0,WV,,,1.0,2002.0,WV,,,1.0,2003.0,WV,,,1.0,2004.0,WV,,,1.0,2005.0,WV,,,1.0,2006.0,WV,,,1.0,2007.0,WV,,,1.0,2008.0,WV,9570.0,,1.0,2009.0,WV,9688.0,,1.0,2010.0,WV,9463.0,,1.0,2011.0,WV,9200.0,,1.0,2012.0,WV,9347.0,,1.0,2013.0,WV,7429.0,,1.0,2014.0,WV,11067.0,,1.0,2015.0,WV,8588.0,,1.0,2016.0,WV,,,1.0,2017.0,WV,,,1.0,2018.0,WV,,,1.0,2019.0,WV,,,1.0,2020.0,WV,,,1.0,2021.0,WV,,,1.0,2022.0
WV,,,237330,1.0,1996.0,WV,,,1.0,1997.0,WV,,,1.0,1998.0,WV,,,1.0,1999.0,WV,,,1.0,2000.0,WV,,0.8677,1.0,2001.0,WV,,0.627,1.0,2002.0,WV,,0.985,1.0,2003.0,WV,,0.6413,1.0,2004.0,WV,,0.6413,1.0,2005.0,WV,,0.6389,1.0,2006.0,WV,,0.6875,1.0,2007.0,WV,,0.7537,1.0,2008.0,WV,14844.0,0.5957,1.0,2009.0,WV,15756.0,0.6021,1.0,2010.0,WV,16196.0,0.5162,1.0,2011.0,WV,16946.0,0.4906,1.0,2012.0,WV,17146.0,0.457,1.0,2013.0,WV,13861.0,0.7088,1.0,2014.0,WV,14021.0,0.8491,1.0,2015.0,WV,15020.0,0.8115,1.0,2016.0,WV,15780.0,0.9019,1.0,2017.0,WV,16246.0,0.8898,1.0,2018.0,WV,17248.0,0.8192,1.0,2019.0,WV,16824.0,0.914,1.0,2020.0,WV,18157.0,0.9563,1.0,2021.0,WV,18362.0,0.9139,1.0,2022.0
WV,,,237367,1.0,1996.0,WV,,,1.0,1997.0,WV,,,1.0,1998.0,WV,,,1.0,1999.0,WV,,,1.0,2000.0,WV,,1.0,1.0,2001.0,WV,,0.9713,1.0,2002.0,WV,,0.8838,1.0,2003.0,WV,,0.7723,1.0,2004.0,WV,,0.7465,1.0,2005.0,WV,,0.7918,1.0,2006.0,WV,,0.5571,1.0,2007.0,WV,,0.5588,1.0,2008.0,WV,15476.0,0.8757,1.0,2009.0,WV,15872.0,0.6145,1.0,2010.0,WV,14471.0,0.5683,1.0,2011.0,WV,15958.0,0.5487,1.0,2012.0,WV,14710.0,0.6649,1.0,2013.0,WV,15483.0,0.6651,1.0,2014.0,WV,15820.0,0.6479,1.0,2015.0,WV,15843.0,0.6496,1.0,2016.0,WV,16375.0,0.7061,1.0,2017.0,WV,16864.0,0.806,1.0,2018.0,WV,16578.0,0.8536,1.0,2019.0,WV,17639.0,0.9434,1.0,2020.0,WV,17689.0,0.9875,1.0,2021.0,WV,17238.0,0.9849,1.0,2022.0
WV,,,237385,1.0,1996.0,WV,,,1.0,1997.0,WV,,,1.0,1998.0,WV,,,1.0,1999.0,WV,,,1.0,2000.0,WV,,0.9511,1.0,2001.0,WV,,,1.0,2002.0,WV,,,1.0,2003.0,WV,,,1.0,2004.0,WV,,,1.0,2005.0,WV,,1.0,1.0,2006.0,WV,,1.0,1.0,2007.0,WV,,0.6031,1.0,2008.0,WV,15070.0,0.9989,1.0,2009.0,WV,15908.0,0.7766,1.0,2010.0,WV,17081.0,0.821,1.0,2011.0,WV,18823.0,0.8414,1.0,2012.0,WV,19910.0,0.7446,1.0,2013.0,WV,20317.0,0.4656,1.0,2014.0,WV,21865.0,0.725,1.0,2015.0,WV,20962.0,0.6945,1.0,2016.0,WV,21270.0,,1.0,2017.0,WV,22499.0,,1.0,2018.0,WV,20156.0,,1.0,2019.0,WV,22507.0,,1.0,2020.0,WV,23001.0,,1.0,2021.0,WV,23819.0,,1.0,2022.0
WV,,,237473,1.0,1996.0,WV,,,1.0,1997.0,WV,,,1.0,1998.0,WV,,,1.0,1999.0,WV,,,1.0,2000.0,WV,,,1.0,2001.0,WV,,,1.0,2002.0,WV,,,1.0,2003.0,WV,,,1.0,2004.0,WV,,,1.0,2005.0,WV,,,1.0,2006.0,WV,,,1.0,2007.0,WV,,,1.0,2008.0,WV,,,1.0,2009.0,WV,,,1.0,2010.0,WV,,,1.0,2011.0,WV,,,1.0,2012.0,WV,,,1.0,2013.0,WV,,,1.0,2014.0,WV,,,1.0,2015.0,WV,,,1.0,2016.0,WV,,,1.0,2017.0,WV,,,1.0,2018.0,WV,,,1.0,2019.0,WV,,,1.0,2020.0,WV,,,1.0,2021.0,WV,,,1.0,2022.0
WV,,,237491,1.0,1996.0,WV,,,1.0,1997.0,WV,,,1.0,1998.0,WV,,,1.0,1999.0,WV,,,1.0,2000.0,WV,,,1.0,2001.0,WV,,,1.0,2002.0,WV,,,1.0,2003.0,WV,,,1.0,2004.0,WV,,,1.0,2005.0,WV,,,1.0,2006.0,WV,,,1.0,2007.0,WV,,,1.0,2008.0,WV,,,1.0,2009.0,WV,,,1.0,2010.0,WV,,,1.0,2011.0,WV,,,1.0,2012.0,WV,,,1.0,2013.0,WV,,,1.0,2014.0,WV,,,1.0,2015.0,WV,,,1.0,2016.0,WV,,,1.0,2017.0,WV,,,1.0,2018.0,WV,,,1.0,2019.0,WV,,,1.0,2020.0,WV,,,1.0,2021.0,WV,,,1.0,2022.0
WV,,,237525,1.0,1996.0,WV,,,1.0,1997.0,WV,,,1.0,1998.0,WV,,,1.0,1999.0,WV,,,1.0,2000.0,WV,,0.9107,1.0,2001.0,WV,,0.9253,1.0,2002.0,WV,,0.9488,1.0,2003.0,WV,,0.8821,1.0,2004.0,WV,,0.8417,1.0,2005.0,WV,,0.8217,1.0,2006.0,WV,,0.8143,1.0,2007.0,WV,,0.8686,1.0,2008.0,WV,13954.0,0.8327,1.0,2009.0,WV,15148.0,0.8925,1.0,2010.0,WV,15433.0,0.8132,1.0,2011.0,WV,16229.0,0.7321,1.0,2012.0,WV,16361.0,0.7868,1.0,2013.0,WV,16981.0,0.7653,1.0,2014.0,WV,17503.0,0.879,1.0,2015.0,WV,18064.0,0.8943,1.0,2016.0,WV,18315.0,0.9019,1.0,2017.0,WV,19016.0,0.9062,1.0,2018.0,WV,19118.0,0.8689,1.0,2019.0,WV,19586.0,0.8925,1.0,2020.0,WV,19715.0,0.978,1.0,2021.0,WV,20327.0,0.9688,1.0,2022.0
WV,,,237561,1.0,1996.0,WV,,,1.0,1997.0,WV,,,1.0,1998.0,WV,,,1.0,1999.0,WV,,,1.0,2000.0,WV,,1.0,1.0,2001.0,WV,,1.0,1.0,2002.0,WV,,0.9706,1.0,2003.0,WV,,0.973,1.0,2004.0,WV,,,1.0,2005.0,WV,,0.6609,1.0,2006.0,WV,,0.4897,1.0,2007.0,WV,,0.7862,1.0,2008.0,WV,7785.0,0.6647,1.0,2009.0,WV,8736.0,0.6615,1.0,2010.0,WV,11040.0,0.7265,1.0,2011.0,WV,11340.0,0.807,1.0,2012.0,WV,,0.8485,1.0,2013.0,WV,,0.7073,1.0,2014.0,WV,,0.8,1.0,2015.0,WV,,0.6735,1.0,2016.0,WV,,0.4667,1.0,2017.0,WV,,0.7778,1.0,2018.0,WV,,0.7368,1.0,2019.0,WV,,0.7879,1.0,2020.0,WV,,0.9697,1.0,2021.0,WV,,0.8,1.0,2022.0
WV,,,237686,1.0,1996.0,WV,,,1.0,1997.0,WV,,,1.0,1998.0,WV,,,1.0,1999.0,WV,,,1.0,2000.0,WV,,,1.0,2001.0,WV,,,1.0,2002.0,WV,,,1.0,2003.0,WV,,,1.0,2004.0,WV,,,1.0,2005.0,WV,,,1.0,2006.0,WV,,,1.0,2007.0,WV,,,1.0,2008.0,WV,8948.0,,1.0,2009.0,WV,9193.0,,1.0,2010.0,WV,9401.0,,1.0,2011.0,WV,11120.0,,1.0,2012.0,WV,10490.0,,1.0,2013.0,WV,11418.0,,1.0,2014.0,WV,10639.0,,1.0,2015.0,WV,11050.0,,1.0,2016.0,WV,9888.0,,1.0,2017.0,WV,10000.0,,1.0,2018.0,WV,10029.0,,1.0,2019.0,WV,12163.0,,1.0,2020.0,WV,11012.0,,1.0,2021.0,WV,8840.0,,1.0,2022.0
WV,,,237701,1.0,1996.0,WV,,,1.0,1997.0,WV,,,1.0,1998.0,WV,,,1.0,1999.0,WV,,,1.0,2000.0,WV,,,1.0,2001.0,WV,,,1.0,2002.0,WV,,,1.0,2003.0,WV,,,1.0,2004.0,WV,,,1.0,2005.0,WV,,,1.0,2006.0,WV,,,1.0,2007.0,WV,,,1.0,2008.0,WV,12660.0,,1.0,2009.0,WV,13000.0,,1.0,2010.0,WV,13418.0,,1.0,2011.0,WV,11942.0,,1.0,2012.0,WV,12344.0,,1.0,2013.0,WV,13224.0,,1.0,2014.0,WV,14151.0,,1.0,2015.0,WV,13370.0,,1.0,2016.0,WV,13622.0,,1.0,2017.0,WV,14254.0,,1.0,2018.0,WV,14507.0,,1.0,2019.0,WV,14947.0,,1.0,2020.0,WV,14778.0,,1.0,2021.0,WV,14511.0,,1.0,2022.0
WV,,,237729,1.0,1996.0,WV,,,1.0,1997.0,WV,,,1.0,1998.0,WV,,,1.0,1999.0,WV,,,1.0,2000.0,WV,,,1.0,2001.0,WV,,,1.0,2002.0,WV,,,1.0,2003.0,WV,,,1.0,2004.0,WV,,,1.0,2005.0,WV,,,1.0,2006.0,WV,,,1.0,2007.0,WV,,,1.0,2008.0,WV,,,1.0,2009.0,WV,,,1.0,2010.0,WV,,,1.0,2011.0,WV,,,1.0,2012.0,WV,,,1.0,2013.0,WV,,,1.0,2014.0,WV,,,1.0,2015.0,WV,,,1.0,2016.0,WV,,,1.0,2017.0,WV,,,1.0,2018.0,WV,,,1.0,2019.0,WV,,,1.0,2020.0,WV,,,1.0,2021.0,WV,,,1.0,2022.0
WV,,,237792,1.0,1996.0,WV,,,1.0,1997.0,WV,,,1.0,1998.0,WV,,,1.0,1999.0,WV,,,1.0,2000.0,WV,,0.9391,1.0,2001.0,WV,,0.8217,1.0,2002.0,WV,,0.8935,1.0,2003.0,WV,,0.8558,1.0,2004.0,WV,,0.907,1.0,2005.0,WV,,0.9322,1.0,2006.0,WV,,0.8311,1.0,2007.0,WV,,0.8802,1.0,2008.0,WV,14936.0,0.94,1.0,2009.0,WV,15562.0,0.9372,1.0,2010.0,WV,16179.0,0.8775,1.0,2011.0,WV,16984.0,0.8745,1.0,2012.0,WV,14846.0,0.8102,1.0,2013.0,WV,15813.0,0.9829,1.0,2014.0,WV,16107.0,0.8987,1.0,2015.0,WV,17055.0,0.9191,1.0,2016.0,WV,16387.0,0.8913,1.0,2017.0,WV,16744.0,0.8946,1.0,2018.0,WV,17943.0,0.9631,1.0,2019.0,WV,17759.0,0.977,1.0,2020.0,WV,17822.0,0.9641,1.0,2021.0,WV,18205.0,0.9586,1.0,2022.0
WV,,,237817,1.0,1996.0,WV,,,1.0,1997.0,WV,,,1.0,1998.0,WV,,,1.0,1999.0,WV,,,1.0,2000.0,WV,,,1.0,2001.0,WV,,,1.0,2002.0,WV,,,1.0,2003.0,WV,,,1.0,2004.0,WV,,,1.0,2005.0,WV,,,1.0,2006.0,WV,,,1.0,2007.0,WV,,,1.0,2008.0,WV,5808.0,,1.0,2009.0,WV,5704.0,,1.0,2010.0,WV,5967.0,,1.0,2011.0,WV,12278.0,,1.0,2012.0,WV,8919.0,,1.0,2013.0,WV,12099.0,,1.0,2014.0,WV,12668.0,,1.0,2015.0,WV,9919.0,,1.0,2016.0,WV,10416.0,,1.0,2017.0,WV,12110.0,,1.0,2018.0,WV,12305.0,,1.0,2019.0,WV,11655.0,,1.0,2020.0,WV,11701.0,,1.0,2021.0,WV,11859.0,,1.0,2022.0
WV,,,237880,1.0,1996.0,WV,,,1.0,1997.0,WV,,,1.0,1998.0,WV,,,1.0,1999.0,WV,,,1.0,2000.0,WV,,,1.0,2001.0,WV,,,1.0,2002.0,WV,,,1.0,2003.0,WV,,,1.0,2004.0,WV,,,1.0,2005.0,WV,,,1.0,2006.0,WV,,,1.0,2007.0,WV,,,1.0,2008.0,WV,,,1.0,2009.0,WV,,,1.0,2010.0,WV,,,1.0,2011.0,WV,,,1.0,2012.0,WV,,,1.0,2013.0,WV,,,1.0,2014.0,WV,,,1.0,2015.0,WV,,,1.0,2016.0,WV,,,1.0,2017.0,WV,,,1.0,2018.0,WV,,,1.0,2019.0,WV,,,1.0,2020.0,WV,,,1.0,2021.0,WV,,,1.0,2022.0
WV,,,237899,1.0,1996.0,WV,,,1.0,1997.0,WV,,,1.0,1998.0,WV,,,1.0,1999.0,WV,,,1.0,2000.0,WV,,,1.0,2001.0,WV,,,1.0,2002.0,WV,,,1.0,2003.0,WV,,1.0,1.0,2004.0,WV,,0.4965,1.0,2005.0,WV,,1.0,1.0,2006.0,WV,,0.7797,1.0,2007.0,WV,,0.5654,1.0,2008.0,WV,14192.0,1.0,1.0,2009.0,WV,15096.0,1.0,1.0,2010.0,WV,12501.0,1.0,1.0,2011.0,WV,13122.0,0.687,1.0,2012.0,WV,13756.0,0.4478,1.0,2013.0,WV,14689.0,0.8638,1.0,2014.0,WV,14951.0,0.9409,1.0,2015.0,WV,16194.0,0.9627,1.0,2016.0,WV,16585.0,0.9758,1.0,2017.0,WV,17397.0,0.9439,1.0,2018.0,WV,17848.0,0.9536,1.0,2019.0,WV,19144.0,0.885,1.0,2020.0,WV,19488.0,0.9655,1.0,2021.0,WV,19182.0,0.9618,1.0,2022.0
WV,,,237932,1.0,1996.0,WV,,,1.0,1997.0,WV,,,1.0,1998.0,WV,,,1.0,1999.0,WV,,,1.0,2000.0,WV,,0.9636,1.0,2001.0,WV,,0.9677,1.0,2002.0,WV,,0.8556,1.0,2003.0,WV,,0.8531,1.0,2004.0,WV,,0.8071,1.0,2005.0,WV,,0.739,1.0,2006.0,WV,,0.8035,1.0,2007.0,WV,,0.7966,1.0,2008.0,WV,14430.0,0.7851,1.0,2009.0,WV,15608.0,0.769,1.0,2010.0,WV,16033.0,0.747,1.0,2011.0,WV,16828.0,0.6985,1.0,2012.0,WV,18406.0,0.7122,1.0,2013.0,WV,19324.0,0.7236,1.0,2014.0,WV,19176.0,0.721,1.0,2015.0,WV,20373.0,0.717,1.0,2016.0,WV,20767.0,0.7176,1.0,2017.0,WV,20933.0,0.6936,1.0,2018.0,WV,22089.0,0.7064,1.0,2019.0,WV,22361.0,0.6844,1.0,2020.0,WV,22786.0,0.7385,1.0,2021.0,WV,22394.0,0.7409,1.0,2022.0
